Run	Time	Name	X pos	Y pos	Collision	OnCue
0	94.74	Bee09	35.72	16.74	17	False
0	94.99	Bee03	36.53	16.80	11	False
0	95.64	Bee06	8.68	8.69	14	False
0	95.64	Bee09	35.86	16.99	18	False
0	96.32	Bee03	37.39	17.85	12	False
0	97.43	Bee03	37.86	17.98	13	False
0	98.47	Bee01	38.28	19.17	16	False
1	0.38	Bee05	5.16	2.12	14	False
1	0.38	Bee01	6.06	2.29	17	False
1	0.54	Bee07	5.62	7.65	16	False
1	0.54	Bee04	5.73	6.50	16	False
1	0.72	Bee00	9.97	7.88	9	False
1	0.72	Bee09	9.83	7.06	19	False
1	0.72	Bee09	9.83	7.06	20	False
1	1.05	Bee02	0.46	7.21	18	False
1	1.05	Bee08	1.19	6.34	7	False
1	1.24	Bee03	7.23	1.64	14	False
1	1.40	Bee05	5.23	2.42	15	False
1	1.40	Bee05	5.23	2.42	16	False
1	1.68	Bee09	9.99	7.22	21	False
1	1.68	Bee09	9.99	7.22	22	False
1	2.00	Bee02	0.57	6.93	19	False
1	2.54	Bee07	3.38	7.24	17	False
1	2.54	Bee07	3.38	7.24	18	False
1	2.54	Bee08	2.80	6.89	8	False
1	3.54	Bee07	3.16	7.33	19	False
1	3.54	Bee07	3.16	7.33	20	False
1	3.54	Bee02	1.81	5.95	20	False
1	3.92	Bee08	3.06	6.73	9	False
1	4.20	Bee06	13.62	6.79	15	False
1	4.20	Bee09	13.28	7.81	23	False
1	4.39	Bee05	4.42	7.13	17	False
1	4.63	Bee08	3.18	6.56	10	False
1	4.93	Bee06	13.81	6.92	16	False
1	5.82	Bee03	3.83	2.20	15	False
1	5.82	Bee02	3.42	3.14	21	False
1	6.35	Bee08	3.74	4.39	11	False
1	6.72	Bee03	3.60	2.21	16	False
1	7.22	Bee02	3.31	2.91	22	False
1	7.22	Bee02	3.31	2.91	23	False
1	7.22	Bee08	3.92	4.21	12	False
1	8.00	Bee02	3.13	2.75	24	False
1	12.96	Bee07	6.86	18.92	21	False
1	15.85	Bee07	7.39	19.36	22	False
1	15.85	Bee07	7.39	19.36	23	False
1	16.55	Bee07	7.61	19.31	24	False
1	16.55	Bee07	7.61	19.31	25	False
1	16.55	Bee07	7.61	19.31	26	False
1	17.33	Bee07	7.82	19.17	27	False
1	17.33	Bee07	7.82	19.17	28	False
1	20.62	Bee04	38.17	12.08	17	False
1	20.75	Bee02	7.34	17.85	25	False
1	20.75	Bee05	7.04	18.60	18	False
1	21.03	Bee06	39.16	12.72	17	False
1	21.66	Bee02	7.52	17.98	26	False
1	21.66	Bee05	6.83	18.52	19	False
1	21.94	Bee04	38.37	11.98	18	False
1	23.00	Bee09	39.05	15.30	24	False
1	23.15	Bee00	38.31	10.10	10	False
1	23.15	Bee06	38.36	14.48	18	False
1	23.62	Bee03	12.44	9.15	17	False
1	24.32	Bee09	38.83	15.25	25	False
1	25.54	Bee00	35.15	11.21	11	False
1	25.54	Bee00	35.15	11.21	12	False
1	25.54	Bee08	34.42	11.31	13	False
1	26.50	Bee00	34.96	11.44	13	False
1	26.50	Bee00	34.96	11.44	14	False
1	26.50	Bee08	34.59	11.56	14	False
1	27.34	Bee08	34.61	11.79	15	False
1	27.59	Bee00	34.80	12.16	15	False
1	28.34	Bee00	34.85	12.41	16	False
1	30.87	Bee08	32.84	17.29	16	False
1	37.18	Bee00	37.86	18.50	17	False
1	39.58	Bee04	17.75	4.48	19	False
1	40.89	Bee00	32.23	17.19	18	False
1	40.89	Bee01	31.43	18.14	18	False
1	41.60	Bee07	38.06	11.94	29	False
1	42.27	Bee02	39.17	12.26	27	False
1	42.51	Bee07	38.16	12.13	30	False
1	43.42	Bee07	38.14	12.36	31	False
1	43.68	Bee02	39.04	12.78	28	False
1	44.44	Bee02	39.02	13.01	29	False
1	46.26	Bee07	35.92	16.11	32	False
1	46.40	Bee01	36.49	17.13	19	False
1	47.71	Bee02	37.83	16.26	30	False
1	47.71	Bee01	37.48	17.17	20	False
1	48.11	Bee06	0.97	8.02	19	False
1	49.07	Bee02	37.97	16.51	31	False
1	54.45	Bee02	38.65	15.32	32	False
1	54.45	Bee05	38.63	14.19	20	False
1	55.49	Bee02	38.36	15.22	33	False
1	63.89	Bee01	19.64	11.28	21	False
1	63.89	Bee09	19.35	10.66	26	False
1	63.89	Bee09	19.35	10.66	27	False
1	64.84	Bee04	18.42	9.77	20	False
1	64.98	Bee01	19.35	11.35	22	False
1	64.98	Bee09	19.64	10.65	28	False
1	73.02	Bee02	4.64	17.86	34	False
1	73.02	Bee08	4.35	18.72	17	False
1	74.05	Bee08	4.60	18.73	18	False
1	75.16	Bee01	5.83	17.79	23	False
1	78.25	Bee06	29.86	10.98	20	False
1	78.39	Bee02	1.14	14.68	35	False
1	78.39	Bee01	2.03	14.46	24	False
1	79.19	Bee01	1.92	14.23	25	False
1	79.47	Bee02	1.12	14.39	36	False
1	80.22	Bee02	1.00	14.17	37	False
1	81.62	Bee05	2.34	9.77	21	False
1	81.62	Bee01	1.66	10.50	26	False
1	82.52	Bee05	2.13	9.74	22	False
1	82.52	Bee05	2.13	9.74	23	False
1	82.52	Bee01	1.53	10.32	27	False
1	83.34	Bee05	1.94	9.63	24	False
1	84.10	Bee05	1.77	9.38	25	False
1	84.40	Bee01	0.80	9.74	28	False
1	84.40	Bee08	20.87	12.85	19	False
1	84.81	Bee02	2.48	10.27	38	False
1	87.00	Bee04	35.31	17.27	21	False
1	88.93	Bee04	35.45	18.77	22	False
1	89.55	Bee06	10.30	6.02	21	False
1	89.70	Bee02	9.43	5.48	39	False
1	90.42	Bee02	9.54	5.31	40	False
1	90.89	Bee06	10.14	6.15	22	False
1	91.65	Bee02	9.67	4.14	41	False
1	92.18	Bee07	33.67	19.12	33	False
1	92.46	Bee04	34.51	19.13	23	False
1	92.90	Bee07	33.97	19.00	34	False
1	92.90	Bee07	33.97	19.00	35	False
1	92.90	Bee07	33.97	19.00	36	False
1	93.41	Bee04	34.43	18.89	24	False
1	93.41	Bee04	34.43	18.89	25	False
1	94.34	Bee04	34.50	18.38	26	False
1	94.34	Bee04	34.50	18.38	27	False
1	94.34	Bee04	34.50	18.38	28	False
2	0.05	Bee05	0.47	8.28	26	False
2	0.05	Bee05	0.47	8.28	27	False
2	0.05	Bee09	0.55	7.72	29	False
2	0.05	Bee09	0.55	7.72	30	False
2	0.70	Bee08	4.21	8.02	20	False
2	0.84	Bee02	3.66	1.72	42	False
2	0.98	Bee01	3.48	6.66	29	False
2	0.98	Bee09	0.73	7.95	31	False
2	0.98	Bee09	0.73	7.95	32	False
2	1.80	Bee02	3.54	1.53	43	False
2	1.80	Bee08	4.45	7.38	21	False
2	2.36	Bee01	3.69	6.62	30	False
2	3.09	Bee05	2.75	6.01	28	False
2	4.91	Bee00	1.15	2.30	19	False
2	4.91	Bee06	19.15	2.61	23	False
2	4.91	Bee06	19.15	2.61	24	False
2	4.91	Bee02	1.29	1.35	44	False
2	6.01	Bee05	4.60	1.85	29	False
2	6.31	Bee00	1.00	2.06	20	False
2	6.31	Bee00	1.00	2.06	21	False
2	6.48	Bee03	5.41	0.89	18	False
2	7.36	Bee05	4.82	1.80	30	False
2	8.45	Bee00	0.75	1.75	22	False
2	9.44	Bee00	0.87	1.50	23	False
2	9.44	Bee00	0.87	1.50	24	False
2	9.97	Bee02	1.17	0.75	45	False
2	10.38	Bee00	1.09	1.35	25	False
2	10.38	Bee00	1.09	1.35	26	False
2	10.55	Bee01	12.79	2.19	31	False
2	10.68	Bee02	1.42	0.86	46	False
2	11.11	Bee00	1.31	1.30	27	False
2	11.11	Bee00	1.31	1.30	28	False
2	11.91	Bee00	1.53	1.35	29	False
2	11.91	Bee00	1.53	1.35	30	False
2	12.06	Bee02	1.94	0.99	47	False
2	12.34	Bee01	13.04	3.25	32	False
2	12.60	Bee00	1.72	1.47	31	False
2	13.45	Bee02	2.38	1.07	48	False
2	19.76	Bee08	29.53	12.99	22	False
2	22.43	Bee06	36.50	1.14	25	False
2	25.68	Bee05	38.21	12.84	31	False
2	27.01	Bee05	38.41	12.70	32	False
2	27.75	Bee05	38.51	12.52	33	False
2	28.60	Bee08	39.10	12.67	23	False
2	28.60	Bee08	39.10	12.67	24	False
2	30.20	Bee06	29.28	12.91	26	False
2	30.69	Bee03	38.44	15.54	19	False
2	30.83	Bee01	37.62	14.73	33	False
2	30.96	Bee08	38.23	9.61	25	False
2	31.65	Bee03	38.47	15.28	20	False
2	34.52	Bee05	36.89	1.56	34	False
2	34.65	Bee09	36.37	0.91	33	False
2	35.52	Bee05	36.98	1.29	35	False
2	35.96	Bee09	36.32	1.22	34	False
2	37.95	Bee00	34.94	6.94	32	False
2	38.26	Bee01	34.91	4.97	34	False
2	38.26	Bee01	34.91	4.97	35	False
2	38.26	Bee09	34.54	4.21	35	False
2	41.44	Bee04	36.30	17.26	29	False
2	41.58	Bee02	36.27	18.51	49	False
2	50.41	Bee05	34.56	18.91	36	False
2	54.87	Bee07	8.95	10.17	37	False
2	54.87	Bee09	9.93	9.64	36	False
2	56.24	Bee07	9.20	10.26	38	False
2	56.24	Bee07	9.20	10.26	39	False
2	56.24	Bee09	9.69	9.52	37	False
2	61.12	Bee02	5.46	2.37	50	False
2	61.84	Bee03	17.35	17.68	21	False
2	61.84	Bee07	16.48	17.04	40	False
2	63.21	Bee03	17.37	17.43	22	False
2	63.21	Bee07	16.72	17.00	41	False
2	63.21	Bee07	16.72	17.00	42	False
2	63.53	Bee00	15.56	4.22	33	False
2	64.04	Bee03	17.49	17.22	23	False
2	64.04	Bee07	16.92	16.86	43	False
2	64.32	Bee06	1.89	7.98	27	False
2	64.32	Bee08	1.53	8.70	26	False
2	64.48	Bee02	3.26	1.06	51	False
2	64.73	Bee07	17.05	16.67	44	False
2	65.27	Bee06	2.08	8.13	28	False
2	65.63	Bee08	1.74	8.68	27	False
2	65.63	Bee08	1.74	8.68	28	False
2	66.50	Bee08	1.95	8.77	29	False
2	66.64	Bee06	3.62	8.62	29	False
2	67.57	Bee04	6.80	5.60	30	False
2	67.71	Bee01	6.16	6.10	36	False
2	67.71	Bee01	6.16	6.10	37	False
2	68.50	Bee04	6.57	5.53	31	False
2	68.50	Bee04	6.57	5.53	32	False
2	68.67	Bee01	6.16	5.77	38	False
2	68.67	Bee01	6.16	5.77	39	False
2	68.83	Bee00	7.56	6.03	34	False
2	69.26	Bee04	6.35	5.35	33	False
2	69.73	Bee00	7.39	6.19	35	False
2	70.00	Bee04	6.25	5.14	34	False
2	70.00	Bee04	6.25	5.14	35	False
2	76.00	Bee09	8.54	18.28	38	False
2	79.15	Bee07	14.32	3.64	45	False
2	79.30	Bee04	13.76	4.44	36	False
2	80.52	Bee07	14.30	3.89	46	False
2	85.82	Bee02	16.89	10.83	52	False
2	85.82	Bee09	17.06	11.86	39	False
2	86.62	Bee09	17.29	11.79	40	False
2	86.75	Bee02	17.16	10.83	53	False
2	88.20	Bee00	4.21	12.28	36	False
2	88.20	Bee07	3.58	11.32	47	False
2	91.77	Bee04	26.59	18.30	37	False
2	91.91	Bee03	27.24	17.86	24	False
2	91.91	Bee03	27.24	17.86	25	False
2	92.84	Bee03	27.22	18.09	26	False
2	92.84	Bee03	27.22	18.09	27	False
2	93.23	Bee04	26.58	18.03	38	False
2	94.81	Bee08	38.54	2.78	30	False
2	94.94	Bee06	39.27	1.93	30	False
2	95.08	Bee05	14.98	5.49	37	False
2	95.27	Bee00	15.06	6.36	37	False
2	95.27	Bee00	15.06	6.36	38	False
2	95.82	Bee06	39.22	2.17	31	False
2	95.82	Bee05	15.23	5.51	38	False
2	96.14	Bee00	15.34	6.35	39	False
2	96.53	Bee06	39.09	2.36	32	False
2	96.94	Bee00	15.59	6.46	40	False
2	97.45	Bee06	38.89	2.46	33	False
2	98.40	Bee06	38.20	2.47	34	False
2	98.40	Bee06	38.20	2.47	35	False
2	98.40	Bee02	37.40	2.02	54	False
2	99.36	Bee06	38.01	2.59	36	False
2	99.36	Bee02	37.52	1.83	55	False
2	99.88	Bee04	21.39	7.26	39	False
3	0.17	Bee05	6.02	2.77	39	False
3	0.33	Bee03	7.93	1.20	28	False
3	0.33	Bee07	8.15	1.87	48	False
3	1.31	Bee03	7.71	1.27	29	False
3	1.84	Bee06	7.27	6.66	37	False
3	1.84	Bee08	7.86	7.48	31	False
3	2.52	Bee09	6.60	7.92	41	False
3	3.15	Bee06	7.18	6.91	38	False
3	4.37	Bee03	3.95	1.47	30	False
3	5.14	Bee00	1.39	4.07	41	False
3	6.20	Bee02	2.37	1.41	56	False
3	6.20	Bee05	16.73	2.98	40	False
3	7.50	Bee01	0.43	4.68	40	False
3	7.63	Bee03	0.81	3.86	31	False
3	8.30	Bee05	19.32	4.19	41	False
3	8.43	Bee01	0.50	4.42	41	False
3	8.43	Bee01	0.50	4.42	42	False
3	8.61	Bee03	0.87	4.21	32	False
3	8.61	Bee03	0.87	4.21	33	False
3	9.13	Bee05	19.78	4.20	42	False
3	9.54	Bee02	0.81	2.76	57	False
3	9.54	Bee01	1.02	3.77	43	False
3	10.29	Bee02	0.91	2.96	58	False
3	10.29	Bee02	0.91	2.96	59	False
3	10.60	Bee01	1.27	3.71	44	False
3	11.23	Bee02	1.13	3.09	60	False
3	11.23	Bee02	1.13	3.09	61	False
3	14.75	Bee04	14.24	14.53	40	False
3	18.81	Bee06	10.02	18.79	39	False
3	19.27	Bee04	17.18	7.88	41	False
3	19.27	Bee01	17.00	7.08	45	False
3	19.99	Bee01	17.25	7.05	46	False
3	20.30	Bee04	17.44	7.73	42	False
3	21.00	Bee04	17.68	7.68	43	False
3	21.33	Bee01	18.45	6.29	47	False
3	22.53	Bee07	39.58	6.59	49	False
3	23.53	Bee07	39.50	6.84	50	False
3	24.31	Bee07	39.29	7.06	51	False
3	24.31	Bee07	39.29	7.06	52	False
3	25.17	Bee07	39.04	7.15	53	False
3	28.27	Bee07	34.13	6.86	54	False
3	28.27	Bee02	33.56	7.39	62	False
3	29.29	Bee07	33.97	6.73	55	False
3	29.29	Bee02	33.72	7.54	63	False
3	30.20	Bee07	33.77	6.31	56	False
3	30.20	Bee08	33.97	5.39	32	False
3	31.17	Bee07	33.56	6.19	57	False
3	31.17	Bee08	33.73	5.45	33	False
3	31.93	Bee08	33.53	5.41	34	False
3	32.32	Bee00	39.42	12.02	42	False
3	32.46	Bee04	38.69	12.69	44	False
3	32.99	Bee00	39.27	12.18	43	False
3	33.42	Bee04	38.84	12.86	45	False
3	33.78	Bee03	31.93	2.12	34	False
3	33.78	Bee05	32.88	1.73	43	False
3	34.29	Bee00	39.29	12.40	44	False
3	34.59	Bee05	32.78	1.51	44	False
3	34.73	Bee03	32.01	1.85	35	False
3	35.41	Bee00	39.05	12.85	45	False
3	35.67	Bee03	31.94	1.62	36	False
3	38.30	Bee01	35.49	13.46	48	False
3	39.82	Bee05	35.47	2.69	45	False
3	39.82	Bee09	36.30	3.10	42	False
3	40.58	Bee09	36.18	3.28	43	False
3	40.84	Bee05	35.52	2.91	46	False
3	40.84	Bee05	35.52	2.91	47	False
3	41.62	Bee05	35.48	3.13	48	False
3	45.09	Bee02	34.30	11.66	64	False
3	45.09	Bee02	34.30	11.66	65	False
3	45.09	Bee09	34.62	10.97	44	False
3	45.88	Bee02	34.12	11.56	66	False
3	46.53	Bee09	34.80	11.16	45	False
3	56.69	Bee00	1.45	15.08	46	False
3	56.85	Bee03	0.86	14.23	37	False
3	57.59	Bee03	1.04	14.42	38	False
3	57.59	Bee03	1.04	14.42	39	False
3	57.59	Bee00	1.20	15.18	47	False
3	58.49	Bee03	1.27	14.50	40	False
3	62.20	Bee01	17.87	9.25	49	False
3	65.64	Bee05	2.07	8.29	49	False
3	65.79	Bee02	0.90	8.08	67	False
3	66.64	Bee05	1.96	8.04	50	False
3	67.03	Bee02	1.01	7.65	68	False
3	67.48	Bee00	8.24	15.15	48	False
3	67.48	Bee06	7.75	14.17	40	False
3	67.66	Bee05	2.02	7.68	51	False
3	71.75	Bee05	5.95	1.99	52	False
3	74.50	Bee02	3.58	1.51	69	False
3	74.64	Bee09	3.96	2.30	46	False
3	75.43	Bee02	3.79	1.47	70	False
3	75.58	Bee09	3.66	2.31	47	False
3	76.47	Bee00	24.09	10.28	49	False
3	76.61	Bee01	25.06	9.69	50	False
3	77.38	Bee00	24.39	10.35	50	False
3	77.38	Bee00	24.39	10.35	51	False
3	83.99	Bee00	33.74	17.77	52	False
3	83.99	Bee07	34.05	18.69	58	False
3	84.90	Bee00	33.96	17.79	53	False
3	84.90	Bee07	33.83	18.67	59	False
3	87.85	Bee00	38.26	16.27	54	False
3	88.84	Bee00	38.39	16.08	55	False
3	88.99	Bee01	39.24	16.27	51	False
3	91.72	Bee06	30.34	12.33	41	False
3	91.86	Bee02	30.85	11.22	71	False
3	92.00	Bee01	37.30	13.44	52	False
3	92.14	Bee05	37.84	12.30	53	False
3	92.14	Bee05	37.84	12.30	54	False
3	92.43	Bee06	30.57	12.36	42	False
3	92.58	Bee00	38.57	10.84	56	False
3	93.08	Bee05	38.00	12.50	55	False
3	94.41	Bee01	34.32	12.42	53	False
3	97.54	Bee05	37.83	15.77	56	False
3	99.99	Bee07	9.48	7.83	60	False
4	0.13	Bee00	2.21	8.55	57	False
4	0.13	Bee08	4.73	7.68	35	False
4	0.13	Bee08	4.73	7.68	36	False
4	0.13	Bee09	5.58	9.22	48	False
4	0.53	Bee07	4.56	8.25	61	False
4	0.53	Bee07	4.56	8.25	62	False
4	0.53	Bee07	4.56	8.25	63	False
4	0.97	Bee04	3.73	2.64	46	False
4	0.97	Bee05	4.57	2.09	57	False
4	0.97	Bee08	5.02	7.77	37	False
4	1.15	Bee09	5.98	8.68	49	False
4	1.45	Bee07	4.73	8.10	64	False
4	1.45	Bee07	4.73	8.10	65	False
4	1.45	Bee07	4.73	8.10	66	False
4	1.74	Bee08	5.25	7.75	38	False
4	2.39	Bee07	4.97	8.05	67	False
4	2.39	Bee07	4.97	8.05	68	False
4	2.39	Bee07	4.97	8.05	69	False
4	2.39	Bee07	4.97	8.05	70	False
4	3.21	Bee07	5.29	8.10	71	False
4	3.49	Bee04	5.24	6.04	47	False
4	7.36	Bee02	3.82	19.04	72	False
4	8.34	Bee02	3.92	18.84	73	False
4	9.70	Bee02	3.99	17.39	74	False
4	9.70	Bee04	3.83	16.79	48	False
4	9.70	Bee04	3.83	16.79	49	False
4	10.71	Bee04	3.68	16.96	50	False
4	10.71	Bee04	3.68	16.96	51	False
4	11.08	Bee02	4.17	17.28	75	False
4	20.95	Bee07	32.79	13.98	72	False
4	20.95	Bee08	32.92	12.96	39	False
4	21.72	Bee07	33.06	13.95	73	False
4	24.10	Bee05	22.78	18.17	58	False
4	25.00	Bee09	37.98	12.93	50	False
4	27.75	Bee08	38.52	15.23	40	False
4	28.88	Bee00	32.21	17.20	58	False
4	28.88	Bee09	33.24	17.39	51	False
4	29.86	Bee09	33.19	17.61	52	False
4	30.26	Bee00	32.37	17.35	59	False
4	30.26	Bee00	32.37	17.35	60	False
4	30.91	Bee08	34.32	17.99	41	False
4	30.91	Bee08	34.32	17.99	42	False
4	31.54	Bee00	32.62	18.25	61	False
4	31.80	Bee08	34.20	18.23	43	False
4	32.48	Bee00	32.54	18.48	62	False
4	32.48	Bee07	35.36	18.42	74	False
4	33.21	Bee08	34.35	18.51	44	False
4	33.21	Bee08	34.35	18.51	45	False
4	33.68	Bee07	35.24	18.03	75	False
4	33.84	Bee09	34.22	19.07	53	False
4	33.84	Bee09	34.22	19.07	54	False
4	39.50	Bee05	37.31	3.20	59	False
4	40.18	Bee04	38.02	1.35	52	False
4	40.45	Bee01	39.08	1.57	54	False
4	40.84	Bee05	38.51	2.65	60	False
4	41.10	Bee04	38.15	1.15	53	False
4	41.26	Bee01	39.11	1.88	55	False
4	41.72	Bee05	38.73	2.68	61	False
4	42.08	Bee01	39.04	2.07	56	False
4	42.08	Bee01	39.04	2.07	57	False
4	42.97	Bee01	39.07	2.30	58	False
4	42.97	Bee01	39.07	2.30	59	False
4	43.66	Bee06	36.79	2.09	43	False
4	43.66	Bee01	39.03	2.51	60	False
4	43.66	Bee01	39.03	2.51	61	False
4	43.66	Bee01	39.03	2.51	62	False
4	44.48	Bee01	38.90	2.67	63	False
4	45.06	Bee06	36.89	1.90	44	False
4	45.34	Bee07	37.17	0.81	76	False
4	46.02	Bee06	37.13	1.76	45	False
4	46.02	Bee06	37.13	1.76	46	False
4	46.02	Bee07	37.38	1.00	77	False
4	46.72	Bee04	39.04	1.72	54	False
4	46.86	Bee06	37.41	1.73	47	False
4	47.04	Bee07	37.99	1.17	78	False
4	47.57	Bee06	37.63	1.78	48	False
4	47.71	Bee04	38.80	1.84	55	False
4	47.71	Bee04	38.80	1.84	56	False
4	48.24	Bee06	37.84	1.93	49	False
4	48.38	Bee07	38.11	1.44	79	False
4	48.38	Bee07	38.11	1.44	80	False
4	48.38	Bee07	38.11	1.44	81	False
4	48.56	Bee04	38.60	2.13	57	False
4	48.56	Bee04	38.60	2.13	58	False
4	48.56	Bee04	38.60	2.13	59	False
4	49.15	Bee06	37.94	2.17	50	False
4	49.15	Bee06	37.94	2.17	51	False
4	49.33	Bee04	38.31	2.33	60	False
4	49.33	Bee04	38.31	2.33	61	False
4	49.33	Bee04	38.31	2.33	62	False
4	49.52	Bee07	38.00	1.81	82	False
4	49.52	Bee07	38.00	1.81	83	False
4	50.07	Bee06	37.92	2.65	52	False
4	50.07	Bee05	39.19	2.13	62	False
4	50.38	Bee07	37.84	1.98	84	False
4	50.38	Bee07	37.84	1.98	85	False
4	50.38	Bee04	37.84	3.04	63	False
4	51.04	Bee05	39.11	1.93	63	False
4	51.20	Bee07	37.54	2.10	86	False
4	51.73	Bee04	37.62	4.40	64	False
4	51.73	Bee04	37.62	4.40	65	False
4	56.25	Bee03	10.96	19.10	41	False
