Run	Time	Name	X pos	Y pos	State	Delay	OnCue
4	40.45	Bee01	39.08	1.57	0	0	False
4	40.84	Bee05	38.51	2.65	0	0	False
4	41.10	Bee04	38.15	1.15	0	0	False
4	41.26	Bee01	39.11	1.88	0	0	False
4	41.72	Bee05	38.73	2.68	0	0	False
4	42.08	Bee01	39.04	2.07	0	0	False
4	42.08	Bee01	39.04	2.07	0	0	False
4	42.97	Bee01	39.07	2.30	0	0	False
4	42.97	Bee01	39.07	2.30	0	0	False
4	43.66	Bee06	36.79	2.09	0	0	False
4	43.66	Bee01	39.03	2.51	0	0	False
4	43.66	Bee01	39.03	2.51	0	0	False
4	43.66	Bee01	39.03	2.51	0	0	False
4	44.48	Bee01	38.90	2.67	0	0	False
4	45.06	Bee06	36.89	1.90	0	0	False
4	45.34	Bee07	37.17	0.81	0	0	False
4	46.02	Bee06	37.13	1.76	0	0	False
4	46.02	Bee06	37.13	1.76	0	0	False
4	46.02	Bee07	37.38	1.00	0	0	False
4	46.72	Bee04	39.04	1.72	0	0	False
4	46.86	Bee06	37.41	1.73	0	0	False
4	47.04	Bee07	37.99	1.17	0	0	False
4	47.57	Bee06	37.63	1.78	0	0	False
4	47.71	Bee04	38.80	1.84	0	0	False
4	47.71	Bee04	38.80	1.84	0	0	False
4	48.24	Bee06	37.84	1.93	0	0	False
4	48.38	Bee07	38.11	1.44	0	0	False
4	48.38	Bee07	38.11	1.44	0	0	False
4	48.38	Bee07	38.11	1.44	0	0	False
4	48.56	Bee04	38.60	2.13	0	0	False
4	48.56	Bee04	38.60	2.13	0	0	False
4	48.56	Bee04	38.60	2.13	0	0	False
4	49.15	Bee06	37.94	2.17	0	0	False
4	49.15	Bee06	37.94	2.17	0	0	False
4	49.33	Bee04	38.31	2.33	0	0	False
4	49.33	Bee04	38.31	2.33	0	0	False
4	49.33	Bee04	38.31	2.33	0	0	False
4	49.52	Bee07	38.00	1.81	0	0	False
4	49.52	Bee07	38.00	1.81	0	0	False
4	50.07	Bee06	37.92	2.65	0	0	False
4	50.07	Bee05	39.19	2.13	0	0	False
4	50.38	Bee07	37.84	1.98	0	0	False
4	50.38	Bee07	37.84	1.98	0	0	False
4	50.38	Bee04	37.84	3.04	0	0	False
4	51.04	Bee05	39.11	1.93	0	0	False
4	51.20	Bee07	37.54	2.10	0	0	False
4	51.73	Bee04	37.62	4.40	0	0	False
4	51.73	Bee04	37.62	4.40	0	0	False
4	56.25	Bee03	10.96	19.10	0	0	False
4	56.25	Bee02	11.66	18.74	0	0	False
4	56.99	Bee03	11.19	18.96	0	0	False
4	56.99	Bee03	11.19	18.96	0	0	False
4	56.99	Bee03	11.19	18.96	0	0	False
4	56.99	Bee02	11.53	18.50	0	0	False
4	57.94	Bee03	11.39	18.96	0	0	False
4	60.15	Bee03	12.56	18.70	0	0	False
4	60.15	Bee01	12.80	17.84	0	0	False
4	61.13	Bee03	12.81	18.74	0	0	False
4	61.13	Bee01	12.54	17.82	0	0	False
4	65.05	Bee09	1.63	2.73	0	0	False
4	65.35	Bee00	0.82	2.73	0	0	False
4	65.35	Bee00	0.82	2.73	0	0	False
4	66.45	Bee00	0.99	2.42	0	0	False
4	66.45	Bee09	1.55	3.08	0	0	False
4	66.77	Bee03	19.53	15.89	0	0	False
4	66.77	Bee05	20.39	15.99	0	0	False
4	67.82	Bee03	19.72	15.54	0	0	False
4	67.82	Bee05	20.28	16.37	0	0	False
4	67.82	Bee08	7.35	0.73	0	0	False
4	68.62	Bee08	7.61	0.81	0	0	False
4	69.61	Bee08	8.03	1.22	0	0	False
4	70.16	Bee07	3.30	8.78	0	0	False
4	71.11	Bee01	1.46	10.25	0	0	False
4	73.39	Bee06	11.18	6.46	0	0	False
4	74.93	Bee00	9.66	5.41	0	0	False
4	74.93	Bee06	10.72	5.17	0	0	False
4	75.86	Bee00	9.77	5.60	0	0	False
4	81.13	Bee00	10.34	14.77	0	0	False
4	81.13	Bee09	9.71	15.51	0	0	False
4	82.12	Bee00	10.50	14.98	0	0	False
4	82.12	Bee09	9.98	15.50	0	0	False
4	82.12	Bee09	9.98	15.50	0	0	False
4	82.90	Bee09	10.18	15.58	0	0	False
4	83.27	Bee03	12.47	5.17	0	0	False
4	83.27	Bee01	11.42	5.38	0	0	False
4	84.36	Bee03	12.37	5.39	0	0	False
4	84.36	Bee01	11.50	5.61	0	0	False
4	85.15	Bee03	12.38	5.66	0	0	False
4	90.98	Bee04	22.47	8.16	0	0	False
4	91.12	Bee07	21.99	8.82	0	0	False
4	91.12	Bee07	21.99	8.82	0	0	False
4	92.14	Bee07	22.25	8.85	0	0	False
4	92.31	Bee04	22.47	8.50	0	0	False
4	92.31	Bee04	22.47	8.50	0	0	False
4	92.31	Bee04	22.47	8.50	0	0	False
4	92.31	Bee04	22.47	8.50	0	0	False
4	92.95	Bee07	22.46	8.99	0	0	False
4	93.51	Bee04	22.09	9.15	0	0	False
4	93.79	Bee07	22.58	9.18	0	0	False
4	94.98	Bee01	8.61	18.59	0	0	False
4	98.44	Bee00	35.69	8.98	0	0	False
4	98.44	Bee05	36.67	9.45	0	0	False
4	98.76	Bee02	32.04	4.92	0	0	False
4	98.76	Bee09	31.10	5.42	0	0	False
4	99.68	Bee06	12.52	15.95	0	0	False
4	99.68	Bee04	13.05	15.44	0	0	False
4	99.84	Bee09	31.17	5.11	0	0	False
